Year Type	Year	Organization Group Code	Organization_Group	Department Code	Department	Union Code	Union	Job Family Code	Job_Family	Job Code	Job	Employee Identifier	Salaries	Overtime	Other Salaries	Total Salary	Retirement	Health and Dental	Other Benefits	Total Benefits	Total
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8534843	46368.22	3157.43	2689.63	52215.28	9366.73	8785.16	4514.67	35913.26	88128.54
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7341	Statnry Eng Water Treat Plant	8571714	73730.22	2891.79	0	76622.01	14627.31	8785.1	6340.73	42122.02	118744.03
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3610	Library Assistant	8526885	19369.11	0	942.7	20311.81	4062.52	5034.2	1537	14092.3	34404.11
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1632	Senior Account Clerk	8555116	20718.8	0	326.1	21044.9	7590.46	4030	3337.92	26759.76	47804.66
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3286	Recreation Coordinator	8513746	24588.73	0	0	24588.73	0	0	1933.07	1933.07	26521.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1054	IS Business Analyst-Principal	8513622	110790.02	0	0	110790.02	20637.09	8785.14	8420.56	52263.37	163053.39
Calendar	2019	1	Public Protection	ADP		651	Probation Off Assoc (DPOA)	8400	Probation & Parole	8444	Deputy Probation Officer	8605744	81511.6	0	0	81511.6	26613.88	8785.12	1335.41	51140.67	132652.27
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507478	30429.6	0	5159.58	35589.18	0	0	2046.69	2046.69	37635.87
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8504	Deputy Sheriff (SFERS)	8501456	74969.7	24121.4	5413.53	104504.63	14840.95	8785.14	1713.35	39745.72	144250.35
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2736	Porter	8517761	21742.71	0	225.36	21968.07	4426.85	8785.12	1975.91	17427.88	39395.95
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8534738	23248.68	0	0	23248.68	5228.37	0	1919.64	7148.01	30396.69
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2100	Hospital Administration	2112	Medical Record Technician	8606312	43344.04	0	336	43680.04	8347.24	8785.12	3601.39	28182.59	71862.63
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5600	Energy & Environment	5602	Utility Specialist	8543288	109365.5	0	0	109365.5	20371.88	8785.14	8267.18	51772.52	161138.02
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8547218	54016.78	9162.86	1502.8	64682.44	11594.76	9375.82	5418.87	41524.97	106207.41
Calendar	2019	2	"Public Works, Transportation & Commerce"	PRT		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1822	Administrative Analyst	8540872	60163.96	0	0	60163.96	11965.52	8785.14	4966.62	38963.98	99127.94
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9100	Street Transit	9102	Transit Car Cleaner	8576915	46777.36	13104.2	5430.6	65312.16	9309.56	8785.14	5228.9	37729.88	103042.04
Calendar	2019	1	Public Protection	FIR		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5215	Fire Protection Engineer	8520193	119411.04	51046.13	0	170457.17	20971.56	8785.1	10003.27	54166.23	224623.4
Calendar	2019	3	Human Welfare & Neighborhood Development	HOM		351	"Municipal Exec Assoc, Misc"	900	Management	931	Manager III	8577291	117340	0	0	117340	22022.6	0	25476.76	47499.36	164839.36
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	2400	"Lab, Pharmacy & Med Techs"	2483	Biologist	8580322	84716.1	0	0	84716.1	16195.07	8785.1	6875.14	46261.53	130977.63
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8601470	12603.68	0	110.71	12714.39	0	0	989.38	989.38	13703.77
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2588	Health Worker 4	8559701	47516.02	390.34	896	48802.36	9251.5	8785.1	3993.33	29478.83	78281.19
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	1300	Pub Relations & Spec Assts	1326	Customer Service Agent Supv	8604126	64073.36	0	0	64073.36	12250.88	8135.36	5417.44	38320.3	102393.66
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3602	Library Page	8548468	14942	0	156.37	15098.37	3554.24	4576.38	1129.11	12430.03	27528.4
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8504	Deputy Sheriff (SFERS)	8524584	70068.73	18470.17	5071.05	93609.95	14723.2	8785.12	1621.1	39231.3	132841.25
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		6	"Electrical Workers, Local 6"	7400	Skilled Labor	7480	Power Generation Technician 1	8591977	47102.12	13923.14	0	61025.26	9504.84	1209.36	5122.47	29807.77	90833.03
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8553268	49050.91	5337.3	2840.48	57228.69	9903.04	0	4440.55	14343.59	71572.28
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2916	Social Work Specialist	8556878	73693.1	0	0	73693.1	14095.41	8785.14	5860.38	43161.53	116854.63
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2600	Dietary & Food	2604	Food Service Worker	8517809	42603.91	210.11	1046.59	43860.61	10213.46	8785.12	3592.1	36882.2	80742.81
Calendar	2019	1	Public Protection	JUV		39	"Stationary Engineers, Local 39"	7200	Supervisory-Labor & Trade	7205	Chief Stationary Engineer	8604125	33327.5	0	538	33865.5	6471.71	6594.58	2081.53	16852.6	50718.1
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	10110163	12104	0	0	12104	2253.76	5044.4	922.5	7822.42	19926.42
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8584797	86553.41	0	15892.87	102446.28	19051.72	10793.5	1834.47	49012.97	151459.25
Calendar	2019	6	General Administration & Finance	CAT		311	Municipal Attorneys Assoc	8100	Legal & Court	8177	Attorney (Civil/Criminal)	8564841	148787.22	0	1125	149912.22	27924.19	0	8499.51	36423.7	186335.92
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	7400	Skilled Labor	7457	Sign Worker	8599753	45916.82	740.25	0	46657.07	9117.43	8770.46	3884.51	35352.54	82009.61
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	6300	Construction Inspection	6319	Senior Const Inspector	8497000	24195	725.85	0	24920.85	4623.65	6290.16	1988	12423.91	37344.76
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1426	Senior Clerk Typist	8514595	53262.03	0	480	53742.03	10273.75	8785.1	4394.66	37859.81	91601.84
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q003	Police Officer 2	8576384	96787.01	55435.38	4155.63	156378.02	17980.58	8430.72	2679.19	43349.05	199727.07
Calendar	2019	6	General Administration & Finance	CAT		311	Municipal Attorneys Assoc	8100	Legal & Court	8177	Attorney (Civil/Criminal)	8546475	117393.52	0	1125	118518.52	22076.57	8785.12	8494.38	53776.69	172295.21
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3630	Librarian 1	8535430	18890.9	0	206.84	19097.74	0	0	1399.6	1399.6	20497.34
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1044	IS Engineer-Principal	8580439	129811	0	0	129811	24180.27	8785.12	8275.47	55647.16	185458.16
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507867	40898.46	1123.76	4058.72	46080.94	0	0	839.89	839.89	46920.83
Calendar	2019	1	Public Protection	SHF		790	"SEIU, Local 1021, Misc"	1700	Computer Operatns & Repro Svcs	1705	Communications Dispatcher 2	8500874	30277.99	0	0	30277.99	0	0	2350.05	2350.05	32628.04
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q062	Lieutenant 3	8497524	0	3494.77	0	3494.77	0	0	0	0	3494.77
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8598918	82065.09	0	8243.83	90308.92	16293.21	4118.58	328.05	38607.52	128916.44
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q062	Lieutenant 3	8577218	0	1303.26	0	1303.26	0	0	0	0	1303.26
Calendar	2019	5	Culture & Recreation	REC		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1827	Administrative Services Mgr	8583071	68668.96	0	0	68668.96	13232.88	8785.14	5452.56	39557.68	108226.64
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		351	"Municipal Exec Assoc, Misc"	900	Management	955	Dep Dir V	8580371	187375.03	0	0	187375.03	35206.78	8785.14	14623.61	73021.79	260396.82
Calendar	2019	6	General Administration & Finance	TIS		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1043	IS Engineer-Senior	8546745	114912	0	0	114912	21404.9	8785.12	8356.54	52952.86	167864.86
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	9840146	23242.05	580.73	3614.85	27437.63	5000.75	5772.56	2142.6	12487.03	39924.66
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8507818	48781.9	3298.05	0	52079.95	9325.92	8785.1	4073.57	36590.95	88670.9
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2600	Dietary & Food	2604	Food Service Worker	8512206	44375	0	1189.9	45564.9	10246.29	8785.12	3710.19	37147.86	82712.76
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2900	Human Services	2930	Behavioral Health Clinician	8559616	69519.01	0	0	69519.01	13289.83	8785.16	5556.78	42038.03	111557.04
Calendar	2019	6	General Administration & Finance	CPC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5291	Planner 3	8500994	89799.12	0	0	89799.12	17166.57	8696.56	7242.73	47514.62	137313.74
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8604449	41205.6	1280.4	0	42486	9419.94	8785.12	3313.6	33605.8	76091.8
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8504	Deputy Sheriff (SFERS)	8586645	68010.51	17834.27	10004.99	95849.77	16790.46	8785.12	1869.41	41633.69	137483.46
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5600	Energy & Environment	5602	Utility Specialist	8519803	30107.03	0	0	30107.03	5753.44	8829.42	2296.76	16210.52	46317.55
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8592477	20283.5	0	307.83	20591.33	0	0	346.65	346.65	20937.98
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	8527334	63154.96	911.48	85.19	64151.63	11812.66	8785.12	4299.44	37970.02	102121.65
Calendar	2019	2	"Public Works, Transportation & Commerce"	PRT		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1844	Senior Management Assistant	8554683	51286.54	0	0	51286.54	10133.47	8799.94	4167.17	29969.2	81255.74
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2588	Health Worker 4	8517790	53526.28	2046	14827.54	70399.82	10436.61	4074.28	5761.03	34812.36	105212.18
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8201	School Crossing Guard	8578342	7067	0	0	7067	0	0	548.51	548.51	7615.51
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		351	"Municipal Exec Assoc, Misc"	900	Management	933	Manager V	8589097	135957.49	0	0	135957.49	25416.72	0	21380.36	46797.08	182754.57
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8830012	86331.78	11591.76	6758.72	104682.26	17333.45	7810.46	8329.11	43272.96	147955.22
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2302	Nursing Assistant	8559744	0	0	15209.29	15209.29	0	0	1163.51	1163.51	16372.8
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8604398	7732.53	0	65.66	7798.19	0	0	605.26	605.26	8403.45
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8598068	57984.78	17106.52	6916.55	82007.85	12314.74	8903.26	6464.89	42470.85	124478.7
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8603440	56678.56	15437.35	1619.97	73735.88	11595.97	8785.12	5926.48	41474.23	115210.11
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8492795	99929.23	0	1979.11	101908.34	18932.95	8327.32	8064.79	48940.98	150849.32
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		351	"Municipal Exec Assoc, Misc"	900	Management	923	Manager II	8531420	109285.63	0	0	109285.63	20356.76	8785.14	15369.43	58917.59	168203.22
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2302	Nursing Assistant	8596743	60632	34639.29	4116.14	99387.43	12377.92	8785.14	8066.21	43635.59	143023.02
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	9900	Public Service Aide	9916	Public Svc Aide-Public Works	8588935	18061.19	0	577.56	18638.75	3691.18	0	1515.86	5207.04	23845.79
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507893	48981.82	0	1638.51	50620.33	0	0	3725.37	3725.37	54345.7
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8512267	44951.34	0	9690	54641.34	0	0	2509.46	2509.46	57150.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9202	Airport Communications Disp	8527684	72583.4	28882.22	5025.03	106490.65	14891.86	8799.92	8037.3	46134.92	152625.57
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8540782	37813.37	0	284.44	38097.81	0	0	2930.87	2930.87	41028.68
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5241	Engineer	8560315	113454.99	0	0	113454.99	21128.06	8799.84	8054.45	51431.49	164886.48
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	9190155	43615	0	0	43615	8121.1	8785.12	3340.46	26618.64	70233.64
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2566	Rehabilitation Counselor	8592730	61298.51	0	0	61298.51	12514.86	8799.88	5339.31	40480.15	101778.66
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	9170165	60638.25	5840.57	7478.28	73957.1	12683.32	7795.68	5879.14	32987.84	106944.94
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8519009	20990.5	0	527.24	21517.74	0	0	1157.73	1157.73	22675.47
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7318	Electronic Maintenance Tech	8514921	92755.96	634.44	21518.59	114908.99	17920.61	8799.88	8287.42	49297.97	164206.96
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H020	"Lieutenant, Fire Suppression"	8603351	107584.29	15863.11	19873.95	143321.35	22333.01	10439.08	2398.16	52713.25	196034.6
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1426	Senior Clerk Typist	8514579	53262.03	0	480	53742.03	10273.75	8799.88	4397.54	37862.69	91604.72
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7371	Electrical Transit System Mech	8506094	72935.2	25683.97	7293.52	105912.69	15452.39	8666.98	8156.68	46685.69	152598.38
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8519008	20998.56	0	5458.64	26457.2	0	0	989.74	989.74	27446.94
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8591718	35582.73	0	1217.67	36800.4	8458.41	8903.26	3013.31	31505.4	68305.8
Calendar	2019	6	General Administration & Finance	CON		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1222	Sr Payroll & Personnel Clerk	8560357	63246.61	0	0	63246.61	12529.92	8799.9	5076.08	40797.4	104044.01
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8585489	104706.8	0	1225	105931.8	19685.57	8785.14	8311.52	51188.49	157120.29
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1446	Secretary 2	8567381	32004.01	600.08	0	32604.09	7194.48	8785.14	2635.07	23758.75	56362.84
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1820	Junior Administrative Analyst	8515085	21294.02	0	0	21294.02	4786.92	0	1745.81	6532.73	27826.75
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H020	"Lieutenant, Fire Suppression"	8547856	113599.38	15583.18	18148.61	147331.17	25141.91	10439.08	2518.33	55787.04	203118.21
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q052	Sergeant 3	8602027	115577.49	20048.65	3302.68	138928.82	21124.6	8785.12	2416.89	46299.51	185228.33
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8518348	92414.87	3851.54	4945.73	101212.14	18542.03	7574.2	7841.85	46849.34	148061.48
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8214	Parking Control Officer	8557345	47657	0	1491.54	49148.54	9307.54	6422.32	4051.41	33738.37	82886.91
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3602	Library Page	8562832	18903.73	0	174.93	19078.66	4427.36	6127	1545.52	17069.06	36147.72
Calendar	2019	6	General Administration & Finance	REG		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1840	Junior Management Assistant	8505724	61231.01	0	0	61231.01	11705.36	8785.12	5189.14	40085.94	101316.95
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1630	Account Clerk	8555122	49277.01	448.44	0	49725.45	9498.51	8785.1	3976.24	36666.17	86391.62
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		22	"Prof & Tech Eng, Local 21"	1200	Personnel	1241	Human Resources Analyst	8583129	55471.34	0	0	55471.34	12478.72	8799.86	5062.74	38428.14	93899.48
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5211	Eng/Arch/Landscape Arch Sr	8571849	135323.01	0	11916.48	147239.49	25206.99	0	8252.66	33459.65	180699.14
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2454	Clinical Pharmacist	8509454	124718	0	0	124718	23227.29	8785.12	7681.32	52374.83	177092.83
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8504870	49028.03	7860.28	1149.88	58038.19	9533.52	8371.62	4229.78	37040.8	95078.99
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8557167	63138.26	2100.6	6557.25	71796.11	12854.31	10793.48	1218.77	42544.24	114340.35
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8561123	99729.01	60961.54	2779.27	163469.82	18373.51	8548.86	2658.15	43993.54	207463.36
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		21	"Prof & Tech Eng, Local 21"	4200	Appraisal & Taxation	4230	Estate Investigator	8555150	24257.9	0	0	24257.9	5080.24	0	2156.03	7236.27	31494.17
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1404	Clerk	8562736	37408.01	0	960	38368.01	8625.12	8799.88	2944.71	30137.31	68505.32
Calendar	2019	1	Public Protection	POL		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1043	IS Engineer-Senior	8576511	114912	0	12129.52	127041.52	21404.9	8799.9	8353.48	52949.76	179991.28
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2330	Anesthetist	8511912	197509	936.04	13287.98	211733.02	39267.62	7958.16	8538.95	68716.81	280449.83
Calendar	2019	6	General Administration & Finance	TIS		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1092	IT Operations Support Admin II	8553301	63507	3816	0	67323	12140.55	8785.1	5526.25	40858.22	108181.22
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q003	Police Officer 2	8576837	78043.48	6101.09	5886.77	90031.34	15299.12	8489.76	1518.19	39721.77	129753.11
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	10490157	908.5	0	0	908.5	204.23	0	70.51	274.74	1183.24
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2904	Human Services Technician	8555672	48356.68	0	0	48356.68	9493.43	8785.1	3908.05	36607.2	84963.88
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2450	Pharmacist	8525268	128299.32	32842.11	19234.11	180375.54	27481.96	8637.46	9203.63	59575.73	239951.27
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2940	Protective Services Worker	8670042	57131.18	0	2524.36	59655.54	11400.17	6688.1	4817.5	36224.05	95879.59
Calendar	2019	1	Public Protection	POL		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9209	Community Police Services Aide	8506857	51741.04	0	3648.06	55389.1	10589.25	7131.12	4403.22	35515.35	90904.45
Calendar	2019	6	General Administration & Finance	ADM		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7313	Automotive Machinist	8579272	51580.8	0	5522.04	57102.84	11482.2	8785.14	4845.96	33025.98	90128.82
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		236	"Carpenters, Local 22"	7300	Journeyman Trade	7342	Locksmith	8584620	72521.65	326.83	3812.35	76660.83	14261.02	8829.32	6370.23	42662.71	119323.54
Calendar	2019	7	General City Responsibilities	DEM		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1093	IT Operations Support Admn III	8533357	66683	0	5146.29	71829.29	13731.91	8785.12	5740.04	42778.09	114607.38
Calendar	2019	6	General Administration & Finance	TIS		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7338	Electrical Line Worker	8604458	76957.47	11432.52	250.35	88640.34	14760.16	8076.28	7189.95	43878.97	132519.31
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		200	"TWU, Local 200"	9100	Street Transit	9139	Transit Supervisor	8584069	48258.51	15128.56	1487.84	64874.91	9337.35	8785.14	5062.1	31098.19	95973.1
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5207	Assoc Engineer	8514252	84617.06	0	0	84617.06	15762.46	8076.26	6707.12	41927.32	126544.38
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8513825	99608.89	10954.13	834.64	111397.66	18709.6	8652.2	1862.57	43461.95	154859.61
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1404	Clerk	8515026	28204.28	0	0	28204.28	6340.37	6275.06	2297.77	24843.34	53047.62
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	1600	"Payroll, Billing & Accounting"	1630	Account Clerk	8525115	45434	0	0	45434	10216.88	8799.86	3701.12	37123.72	82557.72
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8514646	19055.4	2381.93	0	21437.33	3879.6	8076.3	1843.8	15351.4	36788.73
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8586890	45361.7	2198.7	0	47560.4	9325.92	8785.14	4105.43	36622.75	84183.15
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8552282	19528.22	0	2246.86	21775.08	0	0	1342.28	1342.28	23117.36
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8571954	14629.39	0	0	14629.39	0	0	1101.09	1101.09	15730.48
